ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
105,"Chelmsford, Essex",11.2 kW,Mitsubishi Ecodan,4.10,30.8,6.4,279,Greener Living / Self-install,https://greenerliving.co.uk,greenerliving.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=3b4621e14913d94931dbec18659116da,1,Air Source,R32,Cylinder with coil,200,0,1,0,1,0,None,45,0,34,0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,44,Weekly,60,Semi-detached,125,12000,2000,0,0,8,1940 to 1982,"Cavity wall, plus some loft insulation",96,,On peak & Off peak,30,5500,0,0,0,0,Other electricity meter,Sontex heat meter (class 2),0,1,0,1,1,Admin: there appears to be errors in the monitoring data ,False,1725.32,7066.14,4.0955532886652914,24105000,257.666,1055.31,24.1863,23.7819,12.4935,20.3744,41.216,0,1724.73,6219.42,3.6060252909151,4627620,1341.73,4838.33,30.792800000000003,27.2604,6.38373,18.8092,40.3794,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1720.63,6958.48,4.044146620714505,99.999,99.9976,99.9963,99.9952,99.9903,99.9902
106,"Alcester, Warwickshire",16 kW,Samsung Gen 6,2.92,35.5,8.5,364,Greenway Energy,https://www.greenwayenergyltd.co.uk,greenwayenergyltd.jpg,0,0,0,0,N/A,https://emoncms.org/app/view?name=House+Heatpump&readkey=c1b7e21a79a1e2044111030760cac692,1,Air Source,R32,Cylinder with coil,400,0,1,0,0,1,Buffer,42,-2,37,0,Anti-freeze valves,8,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,55,Weekly,60,Detached,210,25000,7000,15000,2840,11,1983 to 2011,Some insulation in walls and loft,119,Octopus Intelligent,On peak & Off peak,18,38000,35,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,6908.97,20174.2,2.9200011000192503,31492000,789.831,2306.21,30.5758,27.9013,11.4948,9.2736,30.5383,215.571,6808.23,20168.8,2.9624146070270836,16231700,1510.07,4473.19,35.5179,31.9723,8.46299,13.7371,37.1741,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6910.83,20180.1,2.920068935279843,99.8723,99.8601,99.8601,99.8601,98.9269,41.4879
108,"Ely, Cambridgeshire",12 kW,Samsung Gen 6,3.48,33.4,7.6,270,,,N/A,0,0,0,0,,https://emoncms.org/app/view?name=CambrianCottage&readkey=ad46976e06dc8d3ebabb409aad0688b5,1,Air Source,R32,Cylinder with coil,279,2.97,1,0,0,1,None,45,-2,30,0,Anti-freeze valves,1,Weather compensation with significant room influence,Automatic top up of tank if temperature drops by 6-10C,50,Disabled,0,Detached,210,25517,7464,19448,2352,10.11,1983 to 2011,"Cavity wall, plus some loft insulation",122,Flexible Octopus,Single fixed rate,27.93,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,0,AE120RXYDEG. Homely Control System,False,2638.57,9177.09,3.4780544006791554,23351200,406.785,1414.81,24.8938,23.5974,11.904100000000001,0,54.7912,145.092,2489.73,9112.08,3.659866732537263,4591880,1951.9299999999998,7143.8,33.3861,28.8759,7.57377,0,42.6416,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2639.77,9178.46,3.4769923137243013,99.7297,99.7298,99.7298,99.7298,98.8315,0
109,St Albans,5 kW,Vaillant Arotherm+,3.96,29.0,7.8,274,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=4a1c24dfcafadf6f25816bd605c137cc,1,Air Source,R290,Cylinder with coil,250,0,0,1,0,1,None,40,-3,28,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Disabled,0,Detached,190,0,0,0,0,6,1900 to 1939,Some insulation in walls and loft,0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,0,,False,1805.35,7151.34,3.961193120447559,23702000,274.206,1086.17,26.670199999999998,25.869900000000005,11.323,0,43.1282,503.229,1766.1,7117.75,4.03020780250269,9536620,666.687,2686.89,28.970699999999997,26.3138,7.76909,0,45.963,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1806.38,7771,4.301974113973804,98.682,98.6968,98.6968,98.6968,98.8459,0
110,Sheffield,12 kW,LG Therma V,3.04,30.7,6.0,153,Damon Blakemore (Repaired),,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=NookLG&readkey=42825b08b5e70ef964dea86000b730ee,1,Air Source,R32,Cylinder with coil,300,3,1,0,0,1,None,45,-4,35,0,Anti-freeze valves,1,Custom controller,Automatic top up of tank if temperature drops by 6-10C,52,Weekly,0,Detached,200,0,0,0,0,0,1983 to 2011,"Fully insulated walls, floors and loft",0,,,0,0,0,0,0,1,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sharky heat meter (class 2),1,1,0,1,1,,False,4488.33,13627.4,3.036184950750056,13209200,1038.92,3198.31,29.4345,26.672300000000003,6.08765,0,39.3197,199.617,4486.67,13622.3,3.036171592740273,11640900,1387.27,4212.77,30.6688,28.3651,6.0038599999999995,0,38.772,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4500.41,13644.9,3.0319237580575993,99.6089,99.4098,99.4098,99.4098,91.9648,0
111,Reading UK,9 kW,Daikin Altherma 3 EDLA09D3V3,3.29,34.3,8.1,250,Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,octopus.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=DaikinEDLA09RevisedFlowT&readkey=798b7510494f9413958c7044e653480e,1,Air Source,R32,Cylinder with coil,205,2.5,1,1,0,0,None,50,-2.2,36,26,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,44,Weekly,60,Detached,150,15000,2000,15000,2000,8.8,1940 to 1982,"Cavity wall, plus some loft insulation",100,Octopus Flux,On peak & Off peak,0,0,0,0,9,0,Other electricity meter,Heat pump integration,1,1,0,1,1,"Data from ESPAltherma on R2T (after BUH) and R4T, with CT clamp electricity meter. Tape heaters E11H & E12H disabled to allow correct sensor values",False,2930.15,9647.35,3.292442366431753,21608200,488.64899999999994,1605.91,30.9598,27.5027,12.422900000000002,23.5895,31.4539,304.5,2875.79,9622.78,3.3461344534893023,10743400,963.966,3224.5,34.3046,31.2318,8.06203,23.6276,41.0253,2547.73,8835.24,3.4678870994964144,10208900,898.815,3115.59,33.875,30.715199999999996,7.81782,23.6316,40.9874,328.061,787.54,2.4005901341518805,534420,2209.9,5305.08,42.5104,41.092,12.7244,23.5414,45.8639,2978.48,10082.6,3.385149472214015,97.3199,94.29,94.6088,94.6088,94.6089,94.6089
113,Bournemouth,8 kW, Daikin Altherma 3,3.95,34.7,9.7,261,Self Install,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=JtrentDaikinAltherma3&readkey=9ce13d5a95943eb1e95f03e12efe2a89,1,Air Source,R32,Cylinder with coil,250,0,0,0,0,1,None,38,-1,35,0,Anti-freeze valves,0,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,45,Weekly,55,Bungalow,120,5000,1000,0,0,0,1900 to 1939,"Fully insulated walls, floors and loft",42,,,0,0,0,0,0,0,Other electricity meter,Heat pump integration,0,0,0,0,0,"ESPAltherma data feed and R1T sensor used without BUH (sensor is right before pump input), power metering with ShellyEM CT clamp inside main consumer unit",False,1738.9,6867.27,3.9492035194663293,22550800,277.3,1096.48,28.1652,24.948699999999995,13.711,0,41.3406,116.67,1686,6929.83,4.1102194543297745,8608980,705.033,2897.83,34.6643,30.3513,9.72821,0,45.8062,1124.4,5043.25,4.485281038776236,7676130,527.329,2365.21,33.5815,29.293,9.41782,0,46.9824,561.601,1886.58,3.35928889015511,932850,2167.3,7280.59,43.5759,39.0627,12.281500000000001,0,41.9198,1740.77,6883.21,3.95411800525055,98.232,98.1774,98.1774,98.1774,98.1774,0
114,Cambridgeshire,13 kW,Grant Aerona 3,4.50,33.7,8.4,240,TS,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=972ce980c177e8264b7863c669f2c407,1,Air Source,R32,Cylinder with coil,300,3,1,0,0,1,Low loss header,40,-3,33,0,Glycol/water mixture,2,Custom controller,Daily scheduled heat up of tank,50,Fornightly,60,Detached,190,15000,0,0,0,8,2012 or newer,"Fully insulated walls, floors and loft",79,,,0,0,0,1,0,0,Other electricity meter,Other heat meter,0,1,0,0,0,"Controller: Weather compensation curve as base line with auto adjustments to account for external influences eg solar, wind etc...Target room temperature 21.5буC ",False,2884.95,12982.6,4.500112653598849,20759200,488.95899999999995,2197.89,31.660800000000002,28.646900000000002,12.0929,21.9742,50.7541,204.057,2853.16,12639.1,4.429860225153865,7703040,1333.39,5906.84,33.6876,31.7235,8.40228,21.4479,51.1077,1759.35,8549.07,4.859220734930514,6232370,1016.2200000000001,4938.19,31.2173,29.6766,7.8352,21.3563,52.9379,1093.81,4090,3.739223448313693,1470670,2677.49,10011.8,44.1562,40.3989,10.806,21.8362,49.9651,2907.55,13082.9,4.499630272910181,99.1124,99.65,99.9482,99.9482,99.2303,99.6482
115,"Hatfield, Hertfordshire",5 kW,Vaillant Arotherm+,4.16,32.1,6.8,268,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=9113a9c7a69e546a09e8c1d188852848,1,Air Source,R290,Cylinder with coil,170,4,0,1,0,0,None,45,-2.5,35,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Disabled,0,Detached,134,0,0,0,0,4,1983 to 2011,Some insulation in walls and loft,0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,0,,False,1047.6,4353.1,4.155307369224896,23144400,162.951,675.713,26.241,25.4899,13.238300000000002,21.3501,34.8326,20.194,985.18,4273.39,4.337674333624313,6275570,565.153,2451.44,32.0658,29.524599999999996,6.764379999999999,19.236,47.919,847.486,3826.49,4.515107034216494,5786340,527.269,2380.66,30.915700000000005,28.4484,6.668110000000001,19.1528,48.1335,137.695,446.901,3.2455862594865468,489230,1013.23,3288.52,45.666,42.2541,7.89679,20.22,45.9501,1048.64,4503,4.294133353677143,96.3591,96.4644,96.4644,96.4644,94.5741,94.5973
116,"Gallt-y-foel, Gwynedd",5 kW,Samsung Gen 6,4.63,29.3,7.7,229,OpenEnergyMonitor (designed),https://openenergymonitor.org,openenergymonitor.png,1,0,0,https://betatalk.buzzsprout.com/509671/13940011-look-at-the-best-performing-heat-pump-systems-in-real-time,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=8a81c75ad1d34e8e13c2ced822d315ce,1,Air Source,R32,Cylinder with coil,250,3.3,1,1,0,1,None,35,-3,30,0,Anti-freeze valves,0,Weather compensation with simple set point control,Automatic top up of tank if temperature drops by 6-10C,45,Disabled,0,Detached,133,7000,1500,0,0,5.5,Pre-1900,"Fully insulated walls, floors and loft",53,Octopus ,Single fixed rate,25,0,0,0,0,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),1,1,0,1,1,"Fully open loop UFH + rads: UFH 16mm, 100mm spacing, 11 loop, approx 65m per loop",False,2046.37,9482.28,4.633707491802558,19765200,373.903,1727.08,27.4049,23.6069,10.4205,19.0105,45.0269,109.401,2025.73,9403.29,4.641926614109482,9983210,733.116,3390.88,29.321600000000004,25.7927,7.69445,19.3188,47.4809,1397.49,7126.42,5.099442572039871,8434060,598.584,3041.85,27.1833,23.5844,7.4097,19.3585,48.2391,628.233,2276.87,3.6242445080089714,1549150,1458.41,5291.12,40.9625,37.8134,9.24259,19.1079,45.09760000000001,2113.76,9793.09,4.633018885777004,77.7673,77.0314,77.0314,77.0314,98.6532,77.7325
117,Neath Port Talbot,6 kW,Daikin Altherma 3,4.06,37.4,8.7,259,Octopus Energy Services,https://octopus.energy,octopus.png,0,0,0,0,https://youtu.be/-av3Xe0Yk5A?si=gKJLeOnA9SThvgy7,https://unpraying-ape-8145.dataplicity.io/app/view?name=ASHP&readkey=82af8f22985d47049461f3fbbc16632a,1,Air Source,R32,Cylinder with coil,250,3,1,1,0,0,Buffer,50,-1.6,35,0.6,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,48,Weekly,60,Detached,110,9047,2826,0,0,6.024,2012 or newer,Some insulation in walls and loft,82,,,0,0,0,0,21,0,Other electricity meter,Heat pump integration,1,1,0,1,1,,False,1737.04,7052.43,4.060027402938332,22356700,279.918,1135.68,24.5377,22.6601,12.449500000000002,19.6324,48.5981,26.614,1672.76,6881.42,4.113811903680145,5661440,1064.81,4375.76,37.4325,32.774,8.67365,19.636,50.17730000000001,1152.42,5139.64,4.459867062355738,4870060,853.769,3799.27,36.1889,31.583,8.45455,19.6141,51.4738,520.334,1741.79,3.3474460634899894,791380,2367.02,7923.42,45.0828,40.1014,10.0157,19.7725,47.2778,1745.79,7059.3,4.043613493031808,99.9754,99.5296,99.6181,99.6181,99.2511,99.6181
118,"Medstead, Hampshire",16 kW,Midea ,3.44,35.6,7.3,255,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=73ef2d579b7243e530044a05f2bfc145,1,Air Source,R32,Cylinder with coil,210,0,1,1,0,0,None,50,-2.95,36,45,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50,Weekly,60,Bungalow,143,21906,3995,0,0,0,1900 to 1939,"Cavity wall, plus some loft insulation",153,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,0,M-Thermal MHC-V16,False,2869.65,9874.67,3.441071210774833,22037500,468.752,1612.99,26.7901,26.2429,11.6758,10.2083,80.9313,190.782,2756.18,9742.44,3.534761880573838,6427950,1543.54,5456.3,35.577,32.2611,7.307800000000001,17.7932,43.27369999999999,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2893.59,10297,3.5585552894501293,76.6052,76.623,76.623,76.623,98.7487,39.6995
120,Hertfordshire,9 kW,Daikin Altherma 3,3.05,35.7,6.7,189,Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,octopus.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=0e9ab50e73d8ae59d9e6dcc70e5dd5f7,1,Air Source,R32,Cylinder with coil,250,0,1,1,0,0,Buffer,50,-2,40,0,Central heat pump water circulation,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,45,Weekly,60,Detached,135,12486,2870,12486,2870,7.1,1940 to 1982,Some insulation in walls and loft,92,Octopus Tracker,,0,3500,60,1,0,0,Other electricity meter,Heat pump integration,1,1,0,1,1,,False,1761.17,5368.89,3.04847913602889,16290800,388.219,1186.43,25.8786,21.9569,10.9763,19.5473,29.8913,257.301,1670.18,5363.33,3.211228729837502,4574910,1314.4,4220.41,35.6504,31.875700000000002,6.68766,19.3551,40.377,1608.28,5192.49,3.228598254035367,4453890,1300.08,4197,35.5996,31.792399999999997,6.50064,19.3388,40.4422,61.9002,170.835,2.7598456870898644,121020,1841.32,5081.85,37.5188,34.9424,13.5741,19.9578,31.9979,1787.73,5372.2,3.005039910948521,99.7122,74.5261,74.562,74.5301,74.524,74.5233
122,Lightwater,6 kW,Mitsubishi Ecodan,3.44,38.2,8.4,252,Rob Whitney,https://www.linkedin.com/in/robertjameswhitney,linkedin.png,0,0,1,0,N/A,https://emoncms.org/app/view?name=Ecodan6kW&readkey=d3775df8984bab0862130184a31a73a5,1,Air Source,R32,Cylinder with plate heat exchanger,150,0,0,1,0,1,Low loss header,40,-3,35,0,Glycol/water mixture,6,Weather compensation with significant room influence,Automatic top up of tank if temperature drops by 6-10C,50,Weekly,51,End-terrace,100,10000,3000,10000,3000,5,1940 to 1982,Some insulation in walls and loft,100,Eon-next ,Single fixed rate,23,0,0,0,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,EoH project system originally SCOP 2.5,False,2297.75,7895.76,3.4363007289739964,21795800,379.514,1304.14,31.5195,30.0632,11.8908,21.8108,46.2622,51.992,2198.28,7872.77,3.5813317684735337,7267350,1088.95,3899.91,38.19,34.8482,8.3524,21.786199999999997,45.2543,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2298.41,7942.01,3.4554365844214048,99.7098,99.7098,99.7098,99.7098,99.9671,99.7674
123,Brighton & Hove,5 kW,Vaillant Arotherm+,3.34,38.5,7.6,240,A.R.Evans,https://www.arevansplumbingandheating.co.uk/,arevansplumbingandheating.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=e98d999803c31d3d24cd622f4fb2c1bb,1,Air Source,R290,Cylinder with coil,150,1,0,1,0,1,None,44,-2.1,35,0.6,Anti-freeze valves,2,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,47,Weekly,60,Mid-terrace,78,3425,1455,0,0,2.07,Pre-1900,"Fully insulated walls, floors and loft",44,Octopus Flexible,On peak & Off peak,32.7,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,0,0,,False,1051.02,3512.18,3.3416871229852902,20722700,182.551,610.042,30.1174,29.6744,12.0635,0,36.5086,33.469,996.045,3420.2,3.433780602282025,5177700,692.537,2378.03,38.4842,36.337,7.642050000000001,0,43.8983,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1115.07,3882,3.4813957868115906,94.4396,94.5809,94.5809,94.5809,99.9672,0
124,North London,7 kW,Vaillant Arotherm+,4.21,34.8,9.1,253,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=NW23SL&readkey=0c28f25dea9e38f983d9c83a6dd455c0,1,Air Source,R290,Cylinder with coil,250,3.2,0,0,0,1,None,35,-3,25,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50,Disabled,0,Semi-detached,200,11521,4855,0,0,6.8,1900 to 1939,"Fully insulated walls, floors and loft",58,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,1,,False,3370.66,14190.2,4.209917345564371,21843000,555.555,2338.51,30.1573,28.4345,13.2914,12.9705,52.87420000000001,287.534,3262.03,14164.1,4.342112120366766,9871580,1189.69,5165.4,34.8217,31.2634,9.14613,19.6401,53.5939,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3383.29,14231,4.206260769842372,80.6186,80.5575,80.5575,80.5575,98.7261,45.982
125,"Cuffley, Hertfordshire",5 kW,Vaillant Arotherm+,3.32,35.4,9.4,252,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=8479451df6d139873aae176d23f6f881,1,Air Source,R290,Cylinder with coil,200,4,1,0,0,0,None,45,-3,30,0.8,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,49,Disabled,0,Detached,150,16336,4891,0,0,0,1940 to 1982,Some insulation in walls and loft,109,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,2627.33,8725.92,3.32121202894193,21780600,434.219,1436.45,29.9235,27.553000000000004,13.2412,0,36.2324,166.421,2595.75,8657.28,3.3351748049696623,9211750,1014.44,3383.31,35.4214,31.688300000000005,9.36593,0,40.6303,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2658.8,9019,3.392131788776892,96.6185,98.5277,98.5277,98.5277,99.9521,0
126,East Midlands,11 kW,Daikin Altherma 3,3.96,30.8,7.8,247,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=Altherma&readkey=dfb6fbf82b5eb4f396ba1e8acb146d66,1,Air Source,R32,Cylinder with coil,250,1.8,1,0,0,1,None,45,-3.4,31,0,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,43,Disabled,55,Detached,229,26216,4279,18089,2922,9.8,1983 to 2011,"Cavity wall, plus some loft insulation",114,Octopus Agile,Variable half hourly,14,7600,36,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,1,Hydrosplit EABH16DF6V7/EPGA1DAV37. Thermal power collected by ESPAltherma. Electrical power via PZEM-004T meter. https://community.openenergymonitor.org/t/calling-east-midlands-11kw-daikin-owner/25626,False,3052.14,12094.5,3.962629499302129,21338200,514.46,2040.49,25.0344,22.4996,12.781899999999998,20.6836,35.8983,222.417,2933.69,12019.1,4.096922306037789,7462260,1415.29,5798.35,30.8352,26.7622,7.8262599999999996,19.9407,47.0283,2438.1,10590.6,4.34379229728067,6873090,1277.2,5547.17,29.8826,25.8642,7.67581,19.9209,48.0284,495.59,1428.51,2.882443148570391,589170,3028.19,8728.58,41.9547,37.2354,9.59219,20.1718,39.558,3058.94,12123.3,3.9632356306432945,99.7149,99.5844,99.5775,99.5775,99.5775,99.6909
127,"Berlin, Germany",10 kW,Vaillant Arotherm+,3.04,33.8,6.3,242,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=AroThermPlusVWL1056S2&readkey=ee21edc0b382d3737307181c875bb8b9,1,Air Source,R290,Cylinder with coil,300,0,0,1,1,0,Buffer,35,-12,28,0.3,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,47,Weekly,65,Detached,125,12000,5000,0,0,3.3,1983 to 2011,Some insulation in walls and loft,96,,,0,0,0,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,1,Heat pump is dimensioned for allowing heating of whole house including basement and attic; however basement and attic are currently (Jan 2024) unheated pending renovations & additional insulation. Flow rate measurements from Vaillant eBUS. Flow&Return temperature via calibrated PT1000 sensors external to the pipes (properly connected & isolated).,False,1887.01,5737.45,3.040497930588603,20933200,324.389,986.259,26.5504,25.3715,13.870500000000002,21.8513,36.415,376.803,1744.43,5695.19,3.2647856319829396,3890460,1614.19,5269.99,33.8012,31.0446,6.275,20.9946,42.5716,1041.42,3881.04,3.726680878031918,3075420,1219.06,4543.03,29.0912,26.408499999999997,4.35652,20.8059,44.93,703.013,1814.15,2.5805354950761936,815040,3105.18,8013.040000000001,51.5736,48.536500000000004,13.5155,21.7054,38.3701,1887.62,5738.4,3.0400186478210656,99.3719,99.3882,99.3882,99.3882,99.384,99.3839
131,Swindon,9 kW,Daikin Altherma 3,2.56,35.3,8.0,52,Swift Heating Solutions,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=3WebbLaneASHP&readkey=890dc1f7e41ac2a05ae78bf1328831d9,1,Air Source,R32,Cylinder with coil,300,0,1,0,0,0,Buffer,45,-3,35,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Disabled,55,Detached,170,5403,3178,5403,3178,5243,2012 or newer,"Fully insulated walls, floors and loft",32,,,0,0,0,0,0,0,Heat pump integration,Heat pump integration,0,0,0,1,0,,False,1005.04,2577.41,2.5644849956220646,4509100,801,2057.97,34.3718,32.7914,8.46629,22.1338,35.2617,157.962,998.915,2566.62,2.569407807471106,3785290,949.885,2440.98,35.3022,33.515,7.99398,22.2707,34.6935,816.512,2054.96,2.516754193447249,3530410,832.5580000000001,2095.47,34.662,33.013,8.00792,22.2461,33.5794,182.404,511.66,2.8050919935966316,254880,2576.32,7226.85,44.1603,40.4708,7.81017,22.6092,40.2529,1005.35,2636.34,2.6223106380862387,96.8746,98.3098,98.3098,98.3098,98.3098,98.3098
